round,time_start,time_end,lightweight_accuracy,heavyweight_accuracy,global_lightweight_accuracy,global_heavyweight_accuracy,lightweight_precision,heavyweight_precision,lightweight_recall,heavyweight_recall,lightweight_f1,heavyweight_f1,transfer_accuracy_light_to_heavy,transfer_accuracy_heavy_to_light,num_lightweight_samples,num_heavyweight_samples
118,585,590,0.7897222222222222,0.8069444444444445,0.615,0.6266666666666667,0.8656497230034379,0.9072246714862128,0.750367107195301,0.7361722956436614,0.799718607339068,0.8094828194004297,0.9783333333333334,0.9783333333333334,30,30
119,590,595,0.7861111111111111,0.8125,0.6166666666666667,0.6233333333333333,0.8655890188640306,0.907354787234809,0.7430249632892805,0.7469407733724914,0.7950302356322868,0.8164144045868195,0.9766666666666667,0.9766666666666667,30,30
120,595,600,0.7927777777777778,0.8125,0.6225,0.6208333333333333,0.8663166403776733,0.9100101371382667,0.7557513460597161,0.7440039158100831,0.8033474179971932,0.8161656239909602,0.9783333333333334,0.9783333333333334,30,30
121,600,605,0.7949999999999999,0.8130555555555556,0.6233333333333333,0.6191666666666666,0.8634568582221777,0.9093825899770772,0.7635829662261381,0.7459618208516887,0.806769624919255,0.8171731163201512,0.9758333333333333,0.9758333333333333,30,30
122,605,610,0.7941666666666666,0.8163888888888889,0.6183333333333333,0.6241666666666666,0.8708325111235232,0.9087068659616998,0.7537934410181105,0.7533039647577092,0.8034223084959481,0.8213151579554253,0.9791666666666666,0.9791666666666666,30,30
123,610,615,0.7930555555555556,0.8038888888888889,0.6225,0.6233333333333333,0.8708955758836575,0.8635281746858027,0.7513460597161038,0.7807146353401859,0.801978221672345,0.8189933119128954,0.9808333333333333,0.9808333333333333,30,30
124,615,620,0.7941666666666666,0.8033333333333332,0.6233333333333333,0.6233333333333333,0.8685553301607053,0.8630704140940767,0.7557513460597161,0.7802251590797846,0.8039670469419468,0.8185169979810292,0.9816666666666667,0.9816666666666667,30,30
125,620,625,0.7877777777777778,0.8041666666666667,0.6191666666666666,0.6225,0.8671358148170731,0.8627144693831171,0.7444933920704845,0.7826725403817915,0.7969415478690748,0.819661060723714,0.9816666666666667,0.9816666666666667,30,30
126,625,630,0.7866666666666666,0.805,0.6183333333333333,0.6258333333333334,0.8663184677533006,0.8627020354466536,0.7430249632892805,0.7846304454233969,0.7962063687300972,0.8207064342110798,0.9858333333333333,0.9858333333333333,30,30
127,630,635,0.788611111111111,0.8044444444444444,0.6233333333333333,0.6241666666666666,0.8667751730841577,0.8626035437611718,0.74645129711209,0.7836514929025942,0.7988020043045309,0.8200749960607506,0.9875,0.9875,30,30
128,635,640,0.791111111111111,0.8044444444444445,0.6233333333333333,0.6275,0.8688239148075053,0.8609994520125239,0.748898678414097,0.7856093979441997,0.8009006136594383,0.8204400682729981,0.9858333333333333,0.9858333333333333,30,30
129,640,645,0.7969444444444443,0.805,0.6241666666666666,0.6258333333333334,0.8701154731437217,0.8617245439140864,0.759667156142927,0.7856093979441997,0.8073276708870664,0.820830840978243,0.9883333333333333,0.9883333333333333,30,30
130,645,650,0.7975,0.8052777777777779,0.6258333333333334,0.6291666666666667,0.8710081605031679,0.8623450137394482,0.759667156142927,0.7851199216837984,0.8075881034686923,0.8209143669133342,0.9883333333333333,0.9883333333333333,30,30
131,650,655,0.7949999999999999,0.8052777777777776,0.6275,0.6291666666666667,0.8850109824636833,0.863522480426942,0.7415565345080765,0.7831620166421929,0.7996915117933782,0.8204860856960732,0.99,0.99,30,30
132,655,660,0.7858333333333333,0.806111111111111,0.6233333333333333,0.6283333333333333,0.8844828214246095,0.8811534409335188,0.723935389133627,0.7630934899657366,0.7889250660105495,0.8169115511943986,0.9866666666666667,0.9866666666666667,30,30
133,660,665,0.7958333333333334,0.8277777777777778,0.6225,0.63,0.8783562533645024,0.9366729543550942,0.748898678414097,0.7484092021536956,0.8032708309168292,0.8287625303086537,0.9875,0.9875,30,30
134,665,670,0.7911111111111112,0.8277777777777778,0.6275,0.63,0.8838382600698989,0.9342236318418684,0.734703866862457,0.7508565834557025,0.795739401182782,0.8289263838146068,0.9825,0.9825,30,30
135,670,675,0.8013888888888889,0.8216666666666667,0.625,0.6291666666666667,0.8794027096595337,0.9333251511015442,0.7586882036221243,0.7400881057268722,0.8098101483940489,0.8220032732661466,0.9825,0.9825,30,30
136,675,680,0.8011111111111111,0.8141666666666666,0.6283333333333333,0.625,0.8747335580672364,0.9348417834980777,0.7621145374449338,0.7244248653940284,0.8103792786081341,0.8129247622979542,0.9866666666666667,0.9866666666666667,30,30
137,680,685,0.7861111111111111,0.8183333333333334,0.6283333333333333,0.6258333333333334,0.885065465331417,0.9354742287180676,0.7229564366128244,0.7317670093000489,0.7891176577028262,0.8175744156456134,0.9825,0.9825,30,30
138,685,690,0.7852777777777779,0.8250000000000001,0.6216666666666667,0.6316666666666667,0.8949131926514968,0.9364309764309765,0.7121879588839941,0.7435144395496819,0.7852928677068522,0.8252488184889207,0.98,0.98,30,30
139,690,695,0.8033333333333333,0.8208333333333333,0.6266666666666667,0.6266666666666667,0.8812904706732009,0.9358200063168803,0.7601566324033283,0.7361722956436613,0.8116009687034277,0.8205586176621139,0.985,0.985,30,30
140,695,700,0.7994444444444445,0.8197222222222221,0.6258333333333334,0.6258333333333334,0.8892809681745083,0.9350880190984637,0.744982868330886,0.7347038668624571,0.804491312555696,0.8197123314698062,0.985,0.985,30,30
141,700,705,0.7883333333333334,0.8133333333333334,0.6233333333333333,0.6275,0.8979673781131416,0.9404767267675066,0.7151248164464024,0.7180616740088106,0.7882090054799032,0.8111728345992749,0.9841666666666666,0.9841666666666666,30,30
142,705,710,0.7866666666666666,0.8172222222222222,0.6233333333333333,0.6275,0.8908632966603981,0.9444720957982398,0.7180616740088106,0.7209985315712188,0.7878918106489223,0.8160989599423728,0.9875,0.9875,30,30
143,710,715,0.7852777777777776,0.8236111111111111,0.6175,0.6275,0.9008860733694664,0.9198798345026086,0.7063142437591777,0.7557513460597161,0.7835441163157544,0.828293537348317,0.9833333333333333,0.9833333333333333,30,30
144,715,720,0.7877777777777778,0.8169444444444444,0.6241666666666666,0.6191666666666666,0.8922801207510996,0.9205163472673581,0.7185511502692119,0.7420460107684778,0.789013701319646,0.8206252324910741,0.9833333333333333,0.9833333333333333,30,30
145,720,725,0.7880555555555556,0.8219444444444445,0.6241666666666666,0.6275,0.8923718584848152,0.9456431736086093,0.7190406265296133,0.7288301517376407,0.7891888458918884,0.8215443076358185,0.9866666666666667,0.9866666666666667,30,30
146,725,730,0.7863888888888889,0.8122222222222222,0.6208333333333333,0.6166666666666667,0.8984661269423393,0.9452816330241426,0.7107195301027899,0.7107195301027901,0.7856636883798261,0.8106673392315201,0.9791666666666666,0.9791666666666666,30,30
147,730,735,0.7855555555555555,0.8208333333333333,0.6125,0.63,0.8986642881155992,0.9192037666433976,0.7087616250611845,0.7508565834557025,0.7844211459950006,0.8257051498447381,0.9791666666666666,0.9791666666666666,30,30
148,735,740,0.7897222222222222,0.8180555555555555,0.6208333333333333,0.6133333333333333,0.8920867906209023,0.9186971363327006,0.7229564366128244,0.7459618208516887,0.791313248380201,0.822716447728895,0.9758333333333333,0.9758333333333333,30,30
149,740,745,0.7877777777777778,0.8161111111111111,0.6191666666666666,0.6133333333333333,0.8998515650559732,0.9474628994583608,0.7116984826235928,0.7161037689672051,0.7867875347320789,0.8151335680418511,0.9808333333333333,0.9808333333333333,30,30
150,745,750,0.7891666666666666,0.8041666666666667,0.6158333333333333,0.6258333333333334,0.8960104323385534,0.9386128567687876,0.7175721977484092,0.7009300048947625,0.7899376079552441,0.8022631604154385,0.9833333333333333,0.9833333333333333,30,30
151,750,755,0.7908333333333334,0.7975,0.6191666666666666,0.6116666666666667,0.8917660150624037,0.8966133311690462,0.725403817914831,0.7347038668624571,0.7930913495963403,0.8048131770664017,0.9775,0.9775,30,30
152,755,760,0.7902777777777779,0.805,0.6133333333333333,0.6216666666666667,0.8919838246014608,0.8820774565860136,0.723935389133627,0.7670093000489476,0.7923125880922134,0.8173739906511921,0.9883333333333333,0.9883333333333333,30,30
153,760,765,0.7888888888888889,0.8069444444444445,0.6183333333333333,0.6191666666666666,0.8977735304336276,0.8742108564936165,0.7165932452276064,0.7787567302985806,0.7890834721106081,0.8211124066851622,0.9858333333333333,0.9858333333333333,30,30
154,765,770,0.7927777777777777,0.803611111111111,0.62,0.6175,0.8916134011481075,0.8719596097868623,0.7298091042584435,0.7748409202153695,0.7952779766703406,0.817683633497685,0.9858333333333333,0.9858333333333333,30,30
155,770,775,0.79,0.8061111111111111,0.6183333333333333,0.6233333333333333,0.8909361533525998,0.8722387925656037,0.7249143416544298,0.7797356828193832,0.7921477680620077,0.820566834557392,0.985,0.985,30,30
156,775,780,0.7894444444444444,0.81,0.6191666666666666,0.615,0.8912623741252773,0.8733028796478957,0.7234459128732257,0.7865883504650024,0.7915304561652077,0.824850261352808,0.9858333333333333,0.9858333333333333,30,30
157,780,785,0.7913888888888888,0.8119444444444444,0.62,0.6183333333333333,0.8917552255828834,0.8719227328470773,0.7268722466960352,0.7914831130690162,0.7936289524426422,0.8273171000911859,0.9833333333333333,0.9833333333333333,30,30
158,785,790,0.7894444444444444,0.8066666666666666,0.6175,0.6258333333333334,0.8919597071480797,0.8905511647778779,0.7224669603524229,0.7591776798825256,0.7912346609157469,0.8173625767060401,0.9866666666666667,0.9866666666666667,30,30
159,790,795,0.79,0.7972222222222222,0.6191666666666666,0.6166666666666667,0.8920729684543011,0.8881142116114401,0.7234459128732257,0.7440039158100832,0.791999339418307,0.806989962379762,0.9875,0.9875,30,30
160,795,800,0.7916666666666666,0.7944444444444444,0.6191666666666666,0.625,0.8918479748221128,0.8875538402550981,0.7273617229564366,0.7391091532060695,0.7938578253732903,0.8036822109901438,0.9858333333333333,0.9858333333333333,30,30
161,800,805,0.7927777777777778,0.7947222222222222,0.6208333333333333,0.615,0.8921288460741333,0.8893564086172221,0.7293196279980422,0.737151248164464,0.7950104651134363,0.8034314571134543,0.9875,0.9875,30,30
162,805,810,0.7908333333333334,0.7977777777777777,0.6158333333333333,0.6266666666666667,0.8916233580678462,0.8900331422965263,0.7258932941752326,0.7425354870288792,0.7929694505034318,0.8070004647212473,0.9841666666666666,0.9841666666666666,30,30
163,810,815,0.7913888888888888,0.7958333333333334,0.6183333333333333,0.6233333333333333,0.8917738771191109,0.890027267505563,0.7268722466960352,0.7381302006852669,0.7935240595075898,0.8045765443137124,0.985,0.985,30,30
164,815,820,0.7936111111111112,0.7936111111111112,0.6233333333333333,0.62,0.8941316039228093,0.8908930413848446,0.7283406754772394,0.7327459618208517,0.7955538890883121,0.8016589197845857,0.985,0.985,30,30
165,820,825,0.7936111111111112,0.8141666666666666,0.6175,0.625,0.8954856584636759,0.8727297331438794,0.7268722466960352,0.7939304943710231,0.7951119588452024,0.8295563947592995,0.9858333333333333,0.9858333333333333,30,30
166,825,830,0.7930555555555555,0.8169444444444446,0.6183333333333333,0.6258333333333334,0.8953403201888412,0.8730772212305312,0.7258932941752324,0.7988252569750367,0.7945576445024246,0.8325734857147326,0.9858333333333333,0.9858333333333333,30,30
167,830,835,0.7958333333333334,0.8138888888888888,0.6258333333333334,0.6225,0.8953860496999347,0.872870205025713,0.7317670093000489,0.7929515418502202,0.7984548010638107,0.8291249630872274,0.99,0.99,30,30
168,835,840,0.8013888888888889,0.8247222222222222,0.6241666666666666,0.6258333333333334,0.8859910931749955,0.914704219542588,0.750367107195301,0.7626040137053353,0.8081683977840971,0.8311734535097454,0.99,0.99,30,30
169,840,845,0.8027777777777777,0.8238888888888889,0.625,0.6241666666666666,0.887530231928717,0.9166113892886035,0.7513460597161038,0.7591776798825257,0.8093042231302491,0.829721610049479,0.9908333333333333,0.9908333333333333,30,30
170,845,850,0.8044444444444444,0.8263888888888888,0.62,0.6275,0.8889739991016606,0.9165149449745508,0.7528144884973079,0.7640724424865395,0.8107766679904912,0.8327405546977479,0.9908333333333333,0.9908333333333333,30,30
171,850,855,0.8072222222222223,0.8233333333333333,0.6241666666666666,0.6208333333333333,0.8889456504719946,0.91805329058983,0.7586882036221244,0.756730298580519,0.8140970815016194,0.8289970470298339,0.9833333333333333,0.9833333333333333,30,30
172,855,860,0.8069444444444445,0.8352777777777778,0.6225,0.6216666666666667,0.8895604499225432,0.9226378210678975,0.7572197748409201,0.7758198727361724,0.813490499412885,0.8417313149361026,0.9875,0.9875,30,30
173,860,865,0.8088888888888889,0.8255555555555555,0.6216666666666667,0.6225,0.8970965847075476,0.9369643437121549,0.7537934410181107,0.7430249632892805,0.8138193348485337,0.8278056381923785,0.9858333333333333,0.9858333333333333,30,30
174,865,870,0.8161111111111111,0.8138888888888888,0.6225,0.62,0.8886207085482457,0.9464246300695667,0.7758198727361724,0.7126774351443954,0.8252071410067954,0.8125287462392482,0.9775,0.9775,30,30
175,870,875,0.8041666666666666,0.8427777777777777,0.6133333333333333,0.6283333333333333,0.9005491728977266,0.9304759994132518,0.7405775819872736,0.7826725403817915,0.807729450466914,0.8476899308257854,0.98,0.98,30,30
176,875,880,0.8075000000000001,0.8233333333333333,0.6241666666666666,0.62,0.8945187460760478,0.9392886343830554,0.7528144884973079,0.7366617719040626,0.8135398357691012,0.8248708905845202,0.9908333333333333,0.9908333333333333,30,30
177,880,885,0.8222222222222223,0.8102777777777778,0.625,0.6075,0.884677916076526,0.9460278785106985,0.7914831130690162,0.7063142437591777,0.8333808771233896,0.8083689082655429,0.9741666666666666,0.9741666666666666,30,30
178,885,890,0.8186111111111112,0.8325,0.615,0.6241666666666666,0.8906544143739836,0.9362218731876725,0.7777777777777778,0.7572197748409203,0.8278716820105814,0.836035046613965,0.9875,0.9875,30,30
179,890,895,0.8058333333333333,0.8177777777777777,0.6241666666666666,0.62,0.8955654832369727,0.9398534798534799,0.7479197258932943,0.7263827704356339,0.8110154060900553,0.8176601689785,0.9791666666666666,0.9791666666666666,30,30
180,895,900,0.8172222222222222,0.8222222222222223,0.6183333333333333,0.6191666666666666,0.8964787161205966,0.9347853203264015,0.768967205090553,0.7391091532060695,0.8248235281671432,0.8240830248629547,0.9908333333333333,0.9908333333333333,30,30
181,900,905,0.8169444444444444,0.8233333333333333,0.62,0.6175,0.9066401593349743,0.8900397861129847,0.759667156142927,0.7895252080274107,0.8222349749290193,0.8359914222468716,0.9891666666666666,0.9891666666666666,30,30
182,905,910,0.8208333333333333,0.8283333333333333,0.6258333333333334,0.615,0.8882264361002745,0.8870983916628662,0.7846304454233969,0.801762114537445,0.8309605258266318,0.8419198295508835,0.9858333333333333,0.9858333333333333,30,30
183,910,915,0.8141666666666666,0.8383333333333333,0.6158333333333333,0.6225,0.8991132462651601,0.8708424739623534,0.7606461086637298,0.8438570729319629,0.820874392784281,0.8561463115564164,0.9883333333333333,0.9883333333333333,30,30
184,915,920,0.8150000000000001,0.8383333333333333,0.6158333333333333,0.62,0.8982560417221602,0.8703282661545044,0.7630934899657366,0.8448360254527656,0.8221000334356594,0.8562927836460189,0.9925,0.9925,30,30
185,920,925,0.8213888888888888,0.8322222222222223,0.6275,0.6166666666666667,0.8874104289227187,0.8719536107125777,0.7865883504650024,0.8296622613803231,0.8318418266519533,0.8493499202625941,0.9841666666666666,0.9841666666666666,30,30
186,925,930,0.8158333333333334,0.8347222222222221,0.62,0.6208333333333333,0.897447617697777,0.8732487906123857,0.7655408712677435,0.8325991189427313,0.8231485932245802,0.8516282638552631,0.9891666666666666,0.9891666666666666,30,30
187,930,935,0.8197222222222221,0.8355555555555556,0.6191666666666666,0.62,0.893111617224109,0.87403888799592,0.7772883015173764,0.8330885952031326,0.8286894233076696,0.852313633786848,0.9941666666666666,0.9941666666666666,30,30
188,935,940,0.8233333333333334,0.833888888888889,0.6258333333333334,0.6191666666666666,0.8912417198181379,0.874101779929577,0.7865883504650025,0.8296622613803231,0.833273711253006,0.8504691820496332,0.9866666666666667,0.9866666666666667,30,30
189,940,945,0.8205555555555556,0.8338888888888888,0.6175,0.6241666666666666,0.8961455452700585,0.8741626950529772,0.7758198727361724,0.8296622613803231,0.8288636072088296,0.8505377583557957,0.99,0.99,30,30
190,945,950,0.8225000000000001,0.8327777777777778,0.6225,0.6208333333333333,0.8950491521204788,0.8743146496645698,0.780714635340186,0.8272148800783162,0.8313611933209767,0.8492827086186594,0.995,0.995,30,30
191,950,955,0.8241666666666667,0.836388888888889,0.6233333333333333,0.6208333333333333,0.88919766936155,0.8725019213334525,0.7900146842878121,0.8374938815467449,0.8345469777094601,0.8535007860344739,0.9941666666666666,0.9941666666666666,30,30
192,955,960,0.8225000000000001,0.8383333333333333,0.6208333333333333,0.625,0.8888411752942162,0.872685870122697,0.7870778267254038,0.8414096916299559,0.8328567887031205,0.8556119280084286,0.9941666666666666,0.9941666666666666,30,30
193,960,965,0.8233333333333333,0.8369444444444444,0.6275,0.6208333333333333,0.8873754590517596,0.8729747345722232,0.7905041605482134,0.8379833578071464,0.8340731344487987,0.8539817865154743,0.9866666666666667,0.9866666666666667,30,30
194,965,970,0.8191666666666665,0.8391666666666667,0.62,0.6283333333333333,0.8934450850813814,0.8731527351817183,0.7758198727361721,0.8423886441507588,0.8279488807488807,0.8564041718126078,0.9866666666666667,0.9866666666666667,30,30
195,970,975,0.8236111111111111,0.8516666666666666,0.6258333333333334,0.6216666666666667,0.887527657889167,0.9123839085666331,0.7909936368086147,0.8179148311306902,0.8343530820875548,0.8614651747666872,0.9858333333333333,0.9858333333333333,30,30
196,975,980,0.8225000000000001,0.8522222222222222,0.6241666666666666,0.6233333333333333,0.8865441648721145,0.9139732339618588,0.7900146842878121,0.8174253548702888,0.8334094849439043,0.8617568097602657,0.9908333333333333,0.9908333333333333,30,30
197,980,985,0.8219444444444445,0.8527777777777777,0.6216666666666667,0.6266666666666667,0.8936482871377561,0.9131403630785502,0.7812041116005873,0.8193832599118943,0.8311560142236041,0.8624710094727582,0.9866666666666667,0.9866666666666667,30,30
198,985,990,0.8258333333333333,0.8561111111111112,0.6258333333333334,0.6225,0.8869364366539507,0.9325957314947262,0.7963778756730298,0.8066568771414587,0.8369096800249597,0.8630746997508206,0.9883333333333333,0.9883333333333333,30,30
199,990,995,0.8249999999999998,0.8480555555555555,0.625,0.6258333333333334,0.8879102521128663,0.9385378211233643,0.7934410181106216,0.7846304454233971,0.835820702928785,0.8529821409962551,0.9958333333333333,0.9958333333333333,30,30
200,995,1000,0.8230555555555555,0.8411111111111111,0.6241666666666666,0.6275,0.8892355358546645,0.9359849063479859,0.7880567792462067,0.7738619676945668,0.8333528387921754,0.8459379537314288,0.9933333333333333,0.9933333333333333,22,24
